;date;ghostrider44;Peilscheibe;Albrecht Kurz;feisalsbrother;20Jakob09;Henri97;20jojoma11;ramack;changchun_1;micha_k;svenosm;Quarkteilchen;L___I;ASt;tordans;Supaplex030;Michael Be;st1974;Lizium;UE_Su;sargafl;MitteloberrheinischerWaldameisenschreck;DirkScheumann;st0rm-r1der;Yokr;Eric B\xc3\xb6hnisch-Volkmann;mrab;townlion;SaijaP;CatuBu;Friedrich Eberhardt;Loth;quellcode1234;\xe1\x9a\x9b\xe1\x9a\x90\xe1\x9a\x8b\xe1\x9a\x90\xe1\x9a\x85\xe1\x9a\x87\xe1\x9a\x90\xe1\x9a\x9c \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88;xMaxnetx;TheCrazyMaffin;rkrause;trapicki;okilimu;whb;skyper;Shezi;Wariner;a_hei;Impecco;Geofreund1;fraq42;biker82;michael2402;Stingray80;Kasamap;DD1GJ;Baw\xc3\xbcTata;srikmar;jf_simon;miscosm;DianaDemchuk;navigate1972;Ygramul;macabu;iamdavid;Timonade;Markus K;Stefan Karl;Walter Schl\xc3\xb6gl;WanderTobi;hagu;Ethera;Slumpine;Jorisbo;Qwave;MaestroGlanz;MarkusHD;blue_fire;Mitsch;Nakaner;Oehly18;Nonexhudlix;miles25;Troynie;Maki001;KVI0n;Freischneider;Daniel22Ka;AtomMapper;AllesMeins;SteveK;Tschaeck;frunk!;fx99;kartler175;j1scad;icebird333;regedemu;remoh10;geodreieck4711;sierra-uniform;singhiyv;friedel_hn;Voitl-Fan;fanzinies;bikeboerny;asnghpi;adlermb201;alleswasbewegt_de;Ze0zohk1;Westwind;mapper999;*cw
42;2022-02-12;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
43;2022-02-13;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
44;2022-02-14;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
45;2022-02-15;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
46;2022-02-16;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
47;2022-02-17;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
48;2022-02-18;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
49;2022-02-19;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
50;2022-02-20;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
51;2022-02-21;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
52;2022-02-22;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
53;2022-02-23;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
54;2022-02-24;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
55;2022-02-25;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
56;2022-02-26;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
57;2022-02-27;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;1.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
58;2022-02-28;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;1.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
59;2022-03-01;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;1.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
60;2022-03-02;357;286;10;;;57.0;;2;21;11;;23;;;;;;;4;1.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
61;2022-03-03;356;285;10;;;57.0;;2;21;11;;23;;;;;;;4;3.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
62;2022-03-04;355;285;10;;;57.0;;2;21;11;;23;;;;;;;4;4.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
63;2022-03-05;355;285;10;;;57.0;;2;21;11;;23;;;;;;;4;4.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
64;2022-03-06;355;285;10;;;57.0;;2;21;11;;23;;;;;;;4;4.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
65;2022-03-07;355;285;10;;;57.0;;2;21;11;;22;;;;;;;4;5.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
66;2022-03-08;355;285;10;;;57.0;;2;21;11;;22;;;;;;;4;5.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
67;2022-03-09;355;285;10;;;57.0;;2;21;11;;22;;;;;;;4;5.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
68;2022-03-10;355;285;10;;;57.0;;2;21;11;;22;;;;;;;4;5.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
69;2022-03-11;355;285;10;;;57.0;;2;21;11;;22;;;;;;;4;5.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
70;2022-03-12;355;285;10;;;57.0;;2;21;11;;22;;;;;;;4;5.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
71;2022-03-13;355;285;10;;;57.0;;2;21;12;;22;;;;;;;4;5.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
72;2022-03-14;355;285;10;;;57.0;;2;21;12;;22;;;;;;;4;5.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
73;2022-03-15;355;285;10;;;57.0;;2;21;12;;22;;;;;;;4;5.0;;10;11;12;11;4;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
74;2022-03-16;352;285;10;;;57.0;;2;21;12;;22;;;;;;;4;5.0;;10;11;12;11;11;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
75;2022-03-17;352;285;10;;;57.0;;2;21;12;;22;;;;;;;4;5.0;;10;11;12;11;11;11;9;;;;8;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
76;2022-03-18;352;284;10;;;57.0;;2;21;12;;22;;;;;;;4;8.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
77;2022-03-19;352;284;10;;;57.0;;2;21;12;;22;;;;;;;4;8.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
78;2022-03-20;352;284;10;;;57.0;;2;21;12;;22;;;;;;;4;8.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
79;2022-03-21;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;13.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
80;2022-03-22;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;13.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
81;2022-03-23;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;13.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
82;2022-03-24;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
83;2022-03-25;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
84;2022-03-26;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
85;2022-03-27;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
86;2022-03-28;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
87;2022-03-29;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
88;2022-03-30;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
89;2022-03-31;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
90;2022-04-01;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
91;2022-04-02;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
92;2022-04-03;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
93;2022-04-04;351;282;10;;;57.0;;2;21;12;;22;;;;;;;4;14.0;;10;11;12;11;11;11;9;;;;7;7;;7;;6;6;3;;4;;4;;3;4;3;;3;3;3;;2;1.0;;1;;2;;;2;;2.0;2;2.0;2;1.0;2.0;1.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0
