;date;ghostrider44;Peilscheibe;Albrecht Kurz;feisalsbrother;20Jakob09;Henri97;20jojoma11;ramack;changchun_1;micha_k;svenosm;Quarkteilchen;L___I;ASt;tordans;Supaplex030;Michael Be;st1974;Lizium;UE_Su;sargafl;MitteloberrheinischerWaldameisenschreck;DirkScheumann;st0rm-r1der;Yokr;Eric B\xc3\xb6hnisch-Volkmann;mrab;townlion;SaijaP;CatuBu;Friedrich Eberhardt;Loth;quellcode1234;\xe1\x9a\x9b\xe1\x9a\x90\xe1\x9a\x8b\xe1\x9a\x90\xe1\x9a\x85\xe1\x9a\x87\xe1\x9a\x90\xe1\x9a\x9c \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88;xMaxnetx;TheCrazyMaffin;rkrause;trapicki;okilimu;whb;skyper;Shezi;Wariner;a_hei;Impecco;Geofreund1;fraq42;biker82;michael2402;Stingray80;Kasamap;DD1GJ;Baw\xc3\xbcTata;srikmar;jf_simon;miscosm;DianaDemchuk;navigate1972;Ygramul;macabu;iamdavid;Timonade;Markus K;Stefan Karl;Walter Schl\xc3\xb6gl;WanderTobi;hagu;Ethera;Slumpine;Jorisbo;Qwave;MaestroGlanz;MarkusHD;blue_fire;Mitsch;Nakaner;Oehly18;Nonexhudlix;miles25;Troynie;Maki001;KVI0n;Freischneider;Daniel22Ka;AtomMapper;AllesMeins;SteveK;Tschaeck;frunk!;fx99;kartler175;j1scad;icebird333;regedemu;remoh10;geodreieck4711;sierra-uniform;singhiyv;friedel_hn;Voitl-Fan;fanzinies;bikeboerny;asnghpi;adlermb201;alleswasbewegt_de;Ze0zohk1;Westwind;mapper999;*cw
10;2022-01-11;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
11;2022-01-12;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
12;2022-01-13;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
13;2022-01-14;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
14;2022-01-15;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
15;2022-01-16;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
16;2022-01-17;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
17;2022-01-18;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
18;2022-01-19;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
19;2022-01-20;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
20;2022-01-21;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
21;2022-01-22;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
22;2022-01-23;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
23;2022-01-24;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
24;2022-01-25;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
25;2022-01-26;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
26;2022-01-27;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
27;2022-01-28;370;305;10;;;;;2;22;11;;23;;;;;;;4;;;13;12;12;11;4;11;9;;;;8;8;;7;2.0;6;6;5;;4;;4;;4;4;3;;3;3;3;;3;2.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
28;2022-01-29;357;287;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
29;2022-01-30;357;287;10;;;57.0;;2;21;11;;23;;;;;;;4;;;10;11;12;11;4;11;9;;;;8;8;;7;;6;6;3;;4;;4;;4;4;3;;3;3;3;;3;1.0;;1;;2;;;2;;2.0;2;2.0;2;2.0;2.0;2.0;2;2;2.0;2.0;2;2;1.0;1.0;1;1.0;1.0;1;1;1;1;1;1;1;;;1.0;1.0;1.0;1;1.0;1.0;1;1;1.0;1;1;1;1.0;1.0;1;;1.0;1.0;1.0;1.0
